image,bird view,daylight,fog,front view,high alt,lagre occlusion,long term,low alt,medium alt,medium occlusion,medium out,night,no occlusion,no out,sequence,side view,small occlusion,small out,target id,havecar
M1008_img000052,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0210_img000276,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1201_img001058,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0301_img000210,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0201_img000729,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0703_img000229,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0604_img000092,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0604_img000302,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0207_img000674,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
M0210_img000492,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1306_img000695,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0202_img000256,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0401_img000264,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1003_img000080,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img000462,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0402_img000301,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0204_img000222,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M1306_img000864,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0210_img000270,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1003_img000680,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img001895,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0704_img000659,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0603_img000643,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0603_img000493,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1002_img000220,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0901_img000419,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0901_img000492,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1102_img000869,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1306_img000850,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0603_img000607,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1003_img000192,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0704_img000151,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0604_img001057,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0402_img000141,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0703_img000319,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0201_img000292,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0501_img000069,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M0603_img001952,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0901_img001736,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1005_img000336,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1102_img000658,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0201_img000616,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1304_img001540,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1201_img000143,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0605_img000575,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1005_img000167,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0604_img000959,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1003_img000911,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0605_img000183,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0603_img001042,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0702_img000286,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0902_img000335,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0902_img000016,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0605_img000028,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0603_img000814,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0703_img000148,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1304_img000699,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0201_img000251,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1201_img000623,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1305_img000445,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1005_img000486,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1003_img000598,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1002_img000078,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0704_img000636,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0605_img000285,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1002_img000408,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0704_img000353,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0704_img000140,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0901_img000346,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img001610,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1305_img000581,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1005_img000226,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0301_img000262,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1005_img000139,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0604_img000559,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0703_img000512,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1304_img000412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0401_img000424,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0901_img000312,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1006_img000482,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1306_img000484,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0207_img000650,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
M1003_img001059,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1306_img000060,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1003_img000272,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img000547,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1202_img000279,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0703_img000358,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1102_img000138,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img000484,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1304_img001366,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0201_img000391,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0901_img000747,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0605_img000584,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1002_img000248,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0210_img000249,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0206_img000128,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0501_img000192,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M0704_img000006,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1003_img001318,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1006_img000068,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1005_img000357,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0603_img000072,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1304_img000947,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1003_img001040,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0202_img000015,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0604_img000684,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0207_img000257,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0901_img001319,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1305_img000571,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0603_img001518,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0704_img000683,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0603_img001594,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1201_img000397,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0604_img000974,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1102_img000425,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0206_img000506,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0603_img000171,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0605_img000750,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1306_img001101,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1305_img000354,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0204_img000274,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0202_img000087,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0901_img000579,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0201_img000856,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1008_img000402,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1304_img000768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0501_img000306,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M1202_img000164,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1003_img000896,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img001756,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0101_img000088,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1306_img000546,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1306_img000450,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1002_img000541,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0604_img000029,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1102_img000667,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0207_img000384,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0202_img000255,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M1201_img000712,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1008_img000027,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0501_img000211,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M1305_img000142,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1008_img000008,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1102_img000118,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0101_img000369,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0901_img000995,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1201_img000851,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0702_img000406,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0702_img000038,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1008_img000340,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0207_img000536,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
M1006_img000685,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1201_img000064,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1304_img001045,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0902_img000159,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0604_img000106,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0603_img000344,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0605_img000717,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1002_img000394,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0201_img000304,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0603_img001725,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0604_img000721,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1306_img000088,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1006_img000221,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0206_img000344,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0207_img000534,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
M0501_img000239,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
M0401_img000580,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1102_img000385,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0301_img000276,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1005_img000176,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0902_img000368,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1102_img000573,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img000488,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1306_img000068,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1003_img000839,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0604_img000522,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0902_img000230,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1002_img000254,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0704_img000208,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0301_img000176,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0604_img001077,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1305_img000593,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1003_img000717,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1003_img000366,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0704_img000166,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0704_img000005,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0901_img000463,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0401_img000118,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0201_img000497,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1306_img000703,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1201_img000238,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0401_img000590,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1003_img000552,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img001232,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1304_img000320,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0603_img001020,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1304_img001394,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1304_img000174,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1305_img000136,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1005_img000205,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1304_img000314,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1102_img000798,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img000973,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M1305_img000503,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0201_img000369,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0202_img000118,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M1306_img001177,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1003_img000710,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0901_img000334,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img001071,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1006_img000445,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1102_img000760,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1305_img000222,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1201_img000753,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1201_img000458,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1003_img000375,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img000951,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0703_img000083,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0207_img000021,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
M0605_img000705,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1201_img000574,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1102_img000055,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1304_img001046,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0207_img000347,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0201_img000236,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0604_img000757,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0605_img000298,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1003_img001201,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img000421,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0702_img000139,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1006_img000135,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0210_img000426,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1306_img000131,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0207_img000575,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
M0202_img000209,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M1005_img000321,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1005_img000305,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0603_img001491,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0206_img000212,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M1306_img000704,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0301_img000214,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1003_img001172,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M1305_img000403,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1202_img000325,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1304_img000460,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0202_img000070,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M1003_img000184,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0206_img000136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M1305_img000285,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1304_img000089,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0201_img000492,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0603_img001727,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0704_img000757,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1003_img000834,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0604_img000063,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1102_img000431,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0605_img000699,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0604_img000411,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0101_img000303,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1003_img000594,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0603_img001964,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0201_img000936,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0603_img001444,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0201_img000728,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1305_img000145,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1102_img000182,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
M0702_img000538,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0301_img000082,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0206_img000210,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
M0101_img000083,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0901_img000661,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
M0210_img000459,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0202_img000034,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
M0603_img000980,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0704_img000813,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M1304_img000074,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M0603_img000996,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
M0604_img000739,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M0605_img000651,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1008_img000105,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M0604_img000199,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
M1305_img000110,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1304_img000796,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1005_img000493,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
M1008_img000499,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
M1201_img000436,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
M0901_img001721,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
